date,2020,last3,last1,home,away,2019
2014-03-28,0.563,0.667,1.000,0.639,0.486,0.532
2014-03-29,0.556,0.667,0.000,0.622,0.486,0.532
2014-03-30,0.556,0.667,0.000,0.622,0.486,0.532
2014-03-31,0.562,0.667,1.000,0.622,0.500,0.532
2014-04-01,0.568,0.667,1.000,0.632,0.500,0.532
2014-04-02,0.568,0.667,1.000,0.632,0.500,0.532
2014-04-03,0.573,1.000,1.000,0.632,0.513,0.532
2014-04-04,0.573,1.000,1.000,0.632,0.513,0.532
2014-04-05,0.579,1.000,1.000,0.641,0.513,0.532
2014-04-06,0.584,1.000,1.000,0.641,0.526,0.532
2014-04-07,0.584,1.000,1.000,0.641,0.526,0.532
2014-04-08,0.584,1.000,1.000,0.641,0.526,0.532
2014-04-09,0.584,1.000,1.000,0.641,0.526,0.532
2014-04-10,0.590,1.000,1.000,0.641,0.538,0.532
2014-04-11,0.590,1.000,1.000,0.641,0.538,0.532
2014-04-12,0.595,1.000,1.000,0.650,0.538,0.532
2014-04-13,0.595,1.000,1.000,0.650,0.538,0.532
2014-04-14,0.588,0.667,0.000,0.650,0.525,0.532
2014-04-15,0.593,0.667,1.000,0.658,0.525,0.532
2014-04-16,0.593,0.667,1.000,0.658,0.525,0.532
2014-04-17,0.585,0.333,0.000,0.658,0.512,0.532
2014-04-18,0.585,0.333,0.000,0.658,0.512,0.532
2014-04-19,0.585,0.333,0.000,0.658,0.512,0.532
2014-04-20,0.585,0.333,0.000,0.658,0.512,0.532
2014-04-21,0.578,0.333,0.000,0.643,0.512,0.532
2014-04-22,0.578,0.333,0.000,0.643,0.512,0.532
2014-04-23,0.571,0.000,0.000,0.628,0.512,0.532
2014-04-24,0.571,0.000,0.000,0.628,0.512,0.532
2014-04-25,0.571,0.000,0.000,0.628,0.512,0.532
2014-04-26,0.577,0.333,1.000,0.628,0.524,0.532
2014-04-27,0.577,0.333,1.000,0.628,0.524,0.532
2014-04-28,0.570,0.333,0.000,0.628,0.512,0.532
2014-04-29,0.570,0.333,0.000,0.628,0.512,0.532
2014-04-30,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-01,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-02,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-03,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-04,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-05,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-06,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-07,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-08,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-09,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-10,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-11,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-12,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-13,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-14,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-15,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-16,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-17,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-18,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-19,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-20,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-21,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-22,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-23,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-24,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-25,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-26,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-27,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-28,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-29,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-30,0.563,0.333,0.000,0.614,0.512,0.532
2014-05-31,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-01,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-02,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-03,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-04,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-05,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-06,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-07,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-08,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-09,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-10,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-11,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-12,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-13,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-14,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-15,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-16,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-17,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-18,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-19,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-20,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-21,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-22,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-23,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-24,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-25,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-26,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-27,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-28,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-29,0.563,0.333,0.000,0.614,0.512,0.532
2014-06-30,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-01,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-02,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-03,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-04,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-05,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-06,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-07,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-08,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-09,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-10,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-11,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-12,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-13,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-14,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-15,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-16,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-17,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-18,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-19,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-20,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-21,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-22,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-23,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-24,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-25,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-26,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-27,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-28,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-29,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-30,0.563,0.333,0.000,0.614,0.512,0.532
2014-07-31,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-01,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-02,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-03,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-04,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-05,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-06,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-07,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-08,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-09,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-10,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-11,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-12,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-13,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-14,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-15,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-16,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-17,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-18,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-19,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-20,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-21,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-22,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-23,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-24,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-25,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-26,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-27,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-28,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-29,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-30,0.563,0.333,0.000,0.614,0.512,0.532
2014-08-31,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-01,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-02,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-03,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-04,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-05,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-06,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-07,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-08,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-09,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-10,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-11,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-12,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-13,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-14,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-15,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-16,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-17,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-18,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-19,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-20,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-21,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-22,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-23,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-24,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-25,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-26,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-27,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-28,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-29,0.563,0.333,0.000,0.614,0.512,0.532
2014-09-30,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-01,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-02,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-03,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-04,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-05,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-06,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-07,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-08,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-09,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-10,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-11,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-12,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-13,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-14,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-15,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-16,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-17,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-18,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-19,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-20,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-21,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-22,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-23,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-24,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-25,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-26,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-27,0.563,0.333,0.000,0.614,0.512,0.532
2014-10-28,--,--,--,--,--,0.563
2014-10-29,--,--,--,--,--,0.563
2014-10-30,1.000,1.000,1.000,--,1.000,0.563
2014-10-31,1.000,1.000,1.000,--,1.000,0.563
2014-11-01,0.500,0.500,0.000,0.000,1.000,0.563
2014-11-02,0.667,0.667,1.000,0.000,1.000,0.563
2014-11-03,0.667,0.667,1.000,0.000,1.000,0.563
2014-11-04,0.667,0.667,1.000,0.000,1.000,0.563
2014-11-05,0.750,0.667,1.000,0.500,1.000,0.563
2014-11-06,0.800,1.000,1.000,0.500,1.000,0.563
2014-11-07,0.800,1.000,1.000,0.500,1.000,0.563
2014-11-08,0.833,1.000,1.000,0.500,1.000,0.563
2014-11-09,0.714,0.667,0.000,0.333,1.000,0.563
2014-11-10,0.714,0.667,0.000,0.333,1.000,0.563
2014-11-11,0.750,0.667,1.000,0.500,1.000,0.563
2014-11-12,0.750,0.667,1.000,0.500,1.000,0.563
2014-11-13,0.750,0.667,1.000,0.500,1.000,0.563
2014-11-14,0.778,0.667,1.000,0.500,1.000,0.563
2014-11-15,0.778,0.667,1.000,0.500,1.000,0.563
2014-11-16,0.700,0.667,0.000,0.400,1.000,0.563
2014-11-17,0.700,0.667,0.000,0.400,1.000,0.563
2014-11-18,0.727,0.667,1.000,0.400,1.000,0.563
2014-11-19,0.727,0.667,1.000,0.400,1.000,0.563
2014-11-20,0.727,0.667,1.000,0.400,1.000,0.563
2014-11-21,0.667,0.333,0.000,0.400,0.857,0.563
2014-11-22,0.615,0.333,0.000,0.400,0.750,0.563
2014-11-23,0.615,0.333,0.000,0.400,0.750,0.563
2014-11-24,0.615,0.333,0.000,0.400,0.750,0.563
2014-11-25,0.643,0.333,1.000,0.400,0.778,0.563
2014-11-26,0.600,0.333,0.000,0.400,0.700,0.563
2014-11-27,0.600,0.333,0.000,0.400,0.700,0.563
2014-11-28,0.600,0.333,0.000,0.400,0.700,0.563
2014-11-29,0.625,0.667,1.000,0.400,0.727,0.563
2014-11-30,0.625,0.667,1.000,0.400,0.727,0.563
2014-12-01,0.647,0.667,1.000,0.400,0.750,0.563
2014-12-02,0.647,0.667,1.000,0.400,0.750,0.563
2014-12-03,0.611,0.667,0.000,0.333,0.750,0.563
2014-12-04,0.632,0.667,1.000,0.333,0.769,0.563
2014-12-05,0.632,0.667,1.000,0.333,0.769,0.563
2014-12-06,0.632,0.667,1.000,0.333,0.769,0.563
2014-12-07,0.600,0.333,0.000,0.286,0.769,0.563
2014-12-08,0.600,0.333,0.000,0.286,0.769,0.563
2014-12-09,0.600,0.333,0.000,0.286,0.769,0.563
2014-12-10,0.600,0.333,0.000,0.286,0.769,0.563
2014-12-11,0.619,0.667,1.000,0.375,0.769,0.563
2014-12-12,0.619,0.667,1.000,0.375,0.769,0.563
2014-12-13,0.636,0.667,1.000,0.444,0.769,0.563
2014-12-14,0.636,0.667,1.000,0.444,0.769,0.563
2014-12-15,0.652,1.000,1.000,0.444,0.786,0.563
2014-12-16,0.625,0.667,0.000,0.444,0.733,0.563
2014-12-17,0.625,0.667,0.000,0.444,0.733,0.563
2014-12-18,0.625,0.667,0.000,0.444,0.733,0.563
2014-12-19,0.640,0.667,1.000,0.500,0.733,0.563
2014-12-20,0.654,0.667,1.000,0.500,0.750,0.563
2014-12-21,0.654,0.667,1.000,0.500,0.750,0.563
2014-12-22,0.654,0.667,1.000,0.500,0.750,0.563
2014-12-23,0.667,1.000,1.000,0.545,0.750,0.563
2014-12-24,0.679,1.000,1.000,0.545,0.765,0.563
2014-12-25,0.679,1.000,1.000,0.545,0.765,0.563
2014-12-26,0.690,1.000,1.000,0.583,0.765,0.563
2014-12-27,0.690,1.000,1.000,0.583,0.765,0.563
2014-12-28,0.700,1.000,1.000,0.615,0.765,0.563
2014-12-29,0.700,1.000,1.000,0.615,0.765,0.563
2014-12-30,0.710,1.000,1.000,0.615,0.778,0.563
2014-12-31,0.688,0.667,0.000,0.571,0.778,0.563
2015-01-01,0.688,0.667,0.000,0.571,0.778,0.563
2015-01-02,0.697,0.667,1.000,0.600,0.778,0.563
2015-01-03,0.697,0.667,1.000,0.600,0.778,0.563
2015-01-04,0.706,0.667,1.000,0.625,0.778,0.563
2015-01-05,0.706,0.667,1.000,0.625,0.778,0.563
2015-01-06,0.714,1.000,1.000,0.647,0.778,0.563
2015-01-07,0.714,1.000,1.000,0.647,0.778,0.563
2015-01-08,0.694,0.667,0.000,0.611,0.778,0.563
2015-01-09,0.694,0.667,0.000,0.611,0.778,0.563
2015-01-10,0.676,0.333,0.000,0.611,0.737,0.563
2015-01-11,0.684,0.333,1.000,0.632,0.737,0.563
2015-01-12,0.684,0.333,1.000,0.632,0.737,0.563
2015-01-13,0.667,0.333,0.000,0.600,0.737,0.563
2015-01-14,0.667,0.333,0.000,0.600,0.737,0.563
2015-01-15,0.650,0.333,0.000,0.571,0.737,0.563
2015-01-16,0.650,0.333,0.000,0.571,0.737,0.563
2015-01-17,0.658,0.333,1.000,0.571,0.750,0.563
2015-01-18,0.643,0.333,0.000,0.545,0.750,0.563
2015-01-19,0.643,0.333,0.000,0.545,0.750,0.563
2015-01-20,0.628,0.333,0.000,0.545,0.714,0.563
2015-01-21,0.628,0.333,0.000,0.545,0.714,0.563
2015-01-22,0.628,0.333,0.000,0.545,0.714,0.563
2015-01-23,0.636,0.333,1.000,0.565,0.714,0.563
2015-01-24,0.644,0.667,1.000,0.565,0.727,0.563
2015-01-25,0.644,0.667,1.000,0.565,0.727,0.563
2015-01-26,0.630,0.667,0.000,0.542,0.727,0.563
2015-01-27,0.630,0.667,0.000,0.542,0.727,0.563
2015-01-28,0.638,0.667,1.000,0.542,0.739,0.563
2015-01-29,0.638,0.667,1.000,0.542,0.739,0.563
2015-01-30,0.625,0.333,0.000,0.542,0.708,0.563
2015-01-31,0.612,0.333,0.000,0.542,0.680,0.563
2015-02-01,0.612,0.333,0.000,0.542,0.680,0.563
2015-02-02,0.612,0.333,0.000,0.542,0.680,0.563
2015-02-03,0.612,0.333,0.000,0.542,0.680,0.563
2015-02-04,0.612,0.333,0.000,0.542,0.680,0.563
2015-02-05,0.600,0.000,0.000,0.542,0.654,0.563
2015-02-06,0.600,0.000,0.000,0.542,0.654,0.563
2015-02-07,0.600,0.000,0.000,0.542,0.654,0.563
2015-02-08,0.608,0.333,1.000,0.542,0.667,0.563
2015-02-09,0.615,0.667,1.000,0.542,0.679,0.563
2015-02-10,0.615,0.667,1.000,0.542,0.679,0.563
2015-02-11,0.623,1.000,1.000,0.560,0.679,0.563
2015-02-12,0.623,1.000,1.000,0.560,0.679,0.563
2015-02-13,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-14,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-15,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-16,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-17,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-18,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-19,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-20,0.630,1.000,1.000,0.577,0.679,0.563
2015-02-21,0.618,0.667,0.000,0.577,0.655,0.563
2015-02-22,0.625,0.667,1.000,0.593,0.655,0.563
2015-02-23,0.625,0.667,1.000,0.593,0.655,0.563
2015-02-24,0.632,0.667,1.000,0.607,0.655,0.563
2015-02-25,0.632,0.667,1.000,0.607,0.655,0.563
2015-02-26,0.621,0.667,0.000,0.586,0.655,0.563
2015-02-27,0.621,0.667,0.000,0.586,0.655,0.563
2015-02-28,0.627,0.667,1.000,0.600,0.655,0.563
2015-03-01,0.627,0.667,1.000,0.600,0.655,0.563
2015-03-02,0.617,0.333,0.000,0.581,0.655,0.563
2015-03-03,0.617,0.333,0.000,0.581,0.655,0.563
2015-03-04,0.623,0.667,1.000,0.594,0.655,0.563
2015-03-05,0.623,0.667,1.000,0.594,0.655,0.563
2015-03-06,0.629,0.667,1.000,0.606,0.655,0.563
2015-03-07,0.619,0.667,0.000,0.606,0.633,0.563
2015-03-08,0.619,0.667,0.000,0.606,0.633,0.563
2015-03-09,0.609,0.333,0.000,0.606,0.613,0.563
2015-03-10,0.600,0.000,0.000,0.588,0.613,0.563
2015-03-11,0.600,0.000,0.000,0.588,0.613,0.563
2015-03-12,0.606,0.333,1.000,0.588,0.625,0.563
2015-03-13,0.606,0.333,1.000,0.588,0.625,0.563
2015-03-14,0.597,0.333,0.000,0.588,0.606,0.563
2015-03-15,0.597,0.333,0.000,0.588,0.606,0.563
2015-03-16,0.588,0.333,0.000,0.588,0.588,0.563
2015-03-17,0.588,0.333,0.000,0.588,0.588,0.563
2015-03-18,0.588,0.333,0.000,0.588,0.588,0.563
2015-03-19,0.594,0.333,1.000,0.600,0.588,0.563
2015-03-20,0.594,0.333,1.000,0.600,0.588,0.563
2015-03-21,0.600,0.667,1.000,0.611,0.588,0.563
2015-03-22,0.592,0.667,0.000,0.611,0.571,0.563
2015-03-23,0.592,0.667,0.000,0.611,0.571,0.563
2015-03-24,0.597,0.667,1.000,0.622,0.571,0.563
2015-03-25,0.597,0.667,1.000,0.622,0.571,0.563
2015-03-26,0.603,0.667,1.000,0.622,0.583,0.563
2015-03-27,0.603,0.667,1.000,0.622,0.583,0.563
2015-03-28,0.603,0.667,1.000,0.622,0.583,0.563
2015-03-29,0.608,1.000,1.000,0.632,0.583,0.563
2015-03-30,0.608,1.000,1.000,0.632,0.583,0.563
2015-03-31,0.608,1.000,1.000,0.632,0.583,0.563
2015-04-01,0.608,1.000,1.000,0.632,0.583,0.563
2015-04-02,0.600,0.667,0.000,0.632,0.568,0.563
2015-04-03,0.600,0.667,0.000,0.632,0.568,0.563
2015-04-04,0.605,0.667,1.000,0.641,0.568,0.563
2015-04-05,0.605,0.667,1.000,0.641,0.568,0.563
2015-04-06,0.597,0.333,0.000,0.641,0.553,0.563
2015-04-07,0.597,0.333,0.000,0.641,0.553,0.563
2015-04-08,0.597,0.333,0.000,0.641,0.553,0.563
2015-04-09,0.590,0.333,0.000,0.641,0.538,0.563
2015-04-10,0.595,0.333,1.000,0.641,0.550,0.563
2015-04-11,0.595,0.333,1.000,0.641,0.550,0.563
2015-04-12,0.600,0.667,1.000,0.650,0.550,0.563
2015-04-13,0.600,0.667,1.000,0.650,0.550,0.563
2015-04-14,0.605,1.000,1.000,0.650,0.561,0.563
2015-04-15,0.605,1.000,1.000,0.650,0.561,0.563
2015-04-16,0.610,1.000,1.000,0.658,0.561,0.563
2015-04-17,0.610,1.000,1.000,0.658,0.561,0.563
2015-04-18,0.610,1.000,1.000,0.658,0.561,0.563
2015-04-19,0.615,1.000,1.000,0.667,0.561,0.563
2015-04-20,0.615,1.000,1.000,0.667,0.561,0.563
2015-04-21,0.619,1.000,1.000,0.674,0.561,0.563
2015-04-22,0.619,1.000,1.000,0.674,0.561,0.563
2015-04-23,0.619,1.000,1.000,0.674,0.561,0.563
2015-04-24,0.624,1.000,1.000,0.674,0.571,0.563
2015-04-25,0.624,1.000,1.000,0.674,0.571,0.563
2015-04-26,0.616,0.667,0.000,0.674,0.558,0.563
2015-04-27,0.616,0.667,0.000,0.674,0.558,0.563
2015-04-28,0.609,0.333,0.000,0.659,0.558,0.563
2015-04-29,0.609,0.333,0.000,0.659,0.558,0.563
2015-04-30,0.609,0.333,0.000,0.659,0.558,0.563
2015-05-01,0.614,0.333,1.000,0.659,0.568,0.563
2015-05-02,0.614,0.333,1.000,0.659,0.568,0.563
2015-05-03,0.614,0.333,1.000,0.659,0.568,0.563
2015-05-04,0.614,0.333,1.000,0.659,0.568,0.563
2015-05-05,0.618,0.667,1.000,0.659,0.578,0.563
2015-05-06,0.618,0.667,1.000,0.659,0.578,0.563
2015-05-07,0.611,0.667,0.000,0.659,0.565,0.563
2015-05-08,0.611,0.667,0.000,0.659,0.565,0.563
2015-05-09,0.615,0.667,1.000,0.667,0.565,0.563
2015-05-10,0.615,0.667,1.000,0.667,0.565,0.563
2015-05-11,0.609,0.333,0.000,0.652,0.565,0.563
2015-05-12,0.609,0.333,0.000,0.652,0.565,0.563
2015-05-13,0.602,0.333,0.000,0.652,0.553,0.563
2015-05-14,0.602,0.333,0.000,0.652,0.553,0.563
2015-05-15,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-16,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-17,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-18,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-19,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-20,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-21,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-22,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-23,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-24,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-25,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-26,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-27,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-28,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-29,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-30,0.596,0.000,0.000,0.638,0.553,0.563
2015-05-31,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-01,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-02,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-03,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-04,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-05,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-06,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-07,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-08,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-09,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-10,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-11,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-12,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-13,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-14,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-15,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-16,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-17,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-18,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-19,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-20,0.596,0.000,0.000,0.638,0.553,0.563
2015-06-21,0.596,0.000,0.000,0.638,0.553,0.563
