date,2020,last3,last1,home,away,2019
2014-03-28,53.4,49.0,52.0,54.5,52.2,51.6
2014-03-29,53.3,51.7,51.0,54.4,52.2,51.6
2014-03-30,53.3,51.7,51.0,54.4,52.2,51.6
2014-03-31,53.2,48.7,43.0,54.4,51.9,51.6
2014-04-01,53.1,47.3,48.0,54.3,51.9,51.6
2014-04-02,53.1,47.3,48.0,54.3,51.9,51.6
2014-04-03,53.0,43.7,40.0,54.3,51.6,51.6
2014-04-04,53.0,43.7,40.0,54.3,51.6,51.6
2014-04-05,53.0,49.0,59.0,54.4,51.6,51.6
2014-04-06,53.1,52.0,57.0,54.4,51.8,51.6
2014-04-07,53.1,52.0,57.0,54.4,51.8,51.6
2014-04-08,53.1,52.0,57.0,54.4,51.8,51.6
2014-04-09,53.1,52.0,57.0,54.4,51.8,51.6
2014-04-10,53.0,54.3,47.0,54.4,51.6,51.6
2014-04-11,53.0,54.3,47.0,54.4,51.6,51.6
2014-04-12,52.9,50.3,47.0,54.2,51.6,51.6
2014-04-13,52.9,50.3,47.0,54.2,51.6,51.6
2014-04-14,53.0,50.0,56.0,54.2,51.8,51.6
2014-04-15,52.9,48.7,43.0,53.9,51.8,51.6
2014-04-16,52.9,48.7,43.0,53.9,51.8,51.6
2014-04-17,52.9,50.7,53.0,53.9,51.8,51.6
2014-04-18,52.9,50.7,53.0,53.9,51.8,51.6
2014-04-19,52.9,50.7,53.0,53.9,51.8,51.6
2014-04-20,52.9,50.7,53.0,53.9,51.8,51.6
2014-04-21,52.8,47.3,46.0,53.7,51.8,51.6
2014-04-22,52.8,47.3,46.0,53.7,51.8,51.6
2014-04-23,52.8,52.0,57.0,53.8,51.8,51.6
2014-04-24,52.8,52.0,57.0,53.8,51.8,51.6
2014-04-25,52.8,52.0,57.0,53.8,51.8,51.6
2014-04-26,52.8,52.7,55.0,53.8,51.9,51.6
2014-04-27,52.8,52.7,55.0,53.8,51.9,51.6
2014-04-28,52.8,55.0,53.0,53.8,51.9,51.6
2014-04-29,52.8,55.0,53.0,53.8,51.9,51.6
2014-04-30,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-01,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-02,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-03,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-04,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-05,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-06,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-07,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-08,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-09,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-10,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-11,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-12,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-13,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-14,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-15,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-16,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-17,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-18,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-19,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-20,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-21,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-22,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-23,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-24,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-25,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-26,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-27,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-28,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-29,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-30,52.8,52.0,48.0,53.7,51.9,51.6
2014-05-31,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-01,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-02,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-03,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-04,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-05,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-06,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-07,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-08,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-09,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-10,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-11,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-12,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-13,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-14,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-15,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-16,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-17,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-18,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-19,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-20,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-21,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-22,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-23,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-24,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-25,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-26,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-27,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-28,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-29,52.8,52.0,48.0,53.7,51.9,51.6
2014-06-30,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-01,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-02,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-03,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-04,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-05,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-06,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-07,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-08,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-09,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-10,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-11,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-12,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-13,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-14,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-15,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-16,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-17,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-18,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-19,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-20,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-21,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-22,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-23,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-24,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-25,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-26,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-27,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-28,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-29,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-30,52.8,52.0,48.0,53.7,51.9,51.6
2014-07-31,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-01,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-02,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-03,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-04,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-05,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-06,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-07,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-08,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-09,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-10,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-11,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-12,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-13,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-14,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-15,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-16,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-17,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-18,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-19,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-20,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-21,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-22,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-23,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-24,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-25,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-26,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-27,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-28,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-29,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-30,52.8,52.0,48.0,53.7,51.9,51.6
2014-08-31,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-01,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-02,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-03,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-04,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-05,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-06,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-07,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-08,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-09,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-10,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-11,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-12,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-13,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-14,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-15,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-16,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-17,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-18,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-19,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-20,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-21,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-22,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-23,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-24,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-25,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-26,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-27,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-28,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-29,52.8,52.0,48.0,53.7,51.9,51.6
2014-09-30,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-01,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-02,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-03,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-04,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-05,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-06,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-07,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-08,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-09,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-10,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-11,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-12,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-13,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-14,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-15,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-16,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-17,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-18,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-19,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-20,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-21,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-22,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-23,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-24,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-25,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-26,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-27,52.8,52.0,48.0,53.7,51.9,51.6
2014-10-28,--,--,--,--,--,52.8
2014-10-29,--,--,--,--,--,52.8
2014-10-30,52.0,52.0,52.0,--,52.0,52.8
2014-10-31,52.0,52.0,52.0,--,52.0,52.8
2014-11-01,53.5,53.5,55.0,55.0,52.0,52.8
2014-11-02,51.7,51.7,48.0,55.0,50.0,52.8
2014-11-03,51.7,51.7,48.0,55.0,50.0,52.8
2014-11-04,51.7,51.7,48.0,55.0,50.0,52.8
2014-11-05,51.2,51.0,50.0,52.5,50.0,52.8
2014-11-06,51.4,50.0,52.0,52.5,50.7,52.8
2014-11-07,51.4,50.0,52.0,52.5,50.7,52.8
2014-11-08,51.0,50.3,49.0,52.5,50.2,52.8
2014-11-09,50.6,49.7,48.0,51.0,50.2,52.8
2014-11-10,50.6,49.7,48.0,51.0,50.2,52.8
2014-11-11,51.0,50.3,54.0,51.8,50.2,52.8
2014-11-12,51.0,50.3,54.0,51.8,50.2,52.8
2014-11-13,51.0,50.3,54.0,51.8,50.2,52.8
2014-11-14,52.3,55.0,63.0,51.8,52.8,52.8
2014-11-15,52.3,55.0,63.0,51.8,52.8,52.8
2014-11-16,52.0,55.3,49.0,51.2,52.8,52.8
2014-11-17,52.0,55.3,49.0,51.2,52.8,52.8
2014-11-18,52.1,55.0,53.0,51.2,52.8,52.8
2014-11-19,52.1,55.0,53.0,51.2,52.8,52.8
2014-11-20,52.1,55.0,53.0,51.2,52.8,52.8
2014-11-21,51.8,50.3,49.0,51.2,52.3,52.8
2014-11-22,52.2,52.7,56.0,51.2,52.8,52.8
2014-11-23,52.2,52.7,56.0,51.2,52.8,52.8
2014-11-24,52.2,52.7,56.0,51.2,52.8,52.8
2014-11-25,51.5,49.3,43.0,51.2,51.7,52.8
2014-11-26,51.1,48.3,46.0,51.2,51.1,52.8
2014-11-27,51.1,48.3,46.0,51.2,51.1,52.8
2014-11-28,51.1,48.3,46.0,51.2,51.1,52.8
2014-11-29,52.1,52.0,67.0,51.2,52.5,52.8
2014-11-30,52.1,52.0,67.0,51.2,52.5,52.8
2014-12-01,52.4,56.7,57.0,51.2,52.9,52.8
2014-12-02,52.4,56.7,57.0,51.2,52.9,52.8
2014-12-03,53.2,63.7,67.0,53.8,52.9,52.8
2014-12-04,53.5,60.7,58.0,53.8,53.3,52.8
2014-12-05,53.5,60.7,58.0,53.8,53.3,52.8
2014-12-06,53.5,60.7,58.0,53.8,53.3,52.8
2014-12-07,53.8,61.3,59.0,54.6,53.3,52.8
2014-12-08,53.8,61.3,59.0,54.6,53.3,52.8
2014-12-09,53.8,61.3,59.0,54.6,53.3,52.8
2014-12-10,53.8,61.3,59.0,54.6,53.3,52.8
2014-12-11,54.4,61.3,67.0,56.1,53.3,52.8
2014-12-12,54.4,61.3,67.0,56.1,53.3,52.8
2014-12-13,54.5,60.7,56.0,56.1,53.3,52.8
2014-12-14,54.5,60.7,56.0,56.1,53.3,52.8
2014-12-15,54.3,58.0,51.0,56.1,53.1,52.8
2014-12-16,54.9,58.3,68.0,56.1,54.1,52.8
2014-12-17,54.9,58.3,68.0,56.1,54.1,52.8
2014-12-18,54.9,58.3,68.0,56.1,54.1,52.8
2014-12-19,54.5,54.7,45.0,55.0,54.1,52.8
2014-12-20,54.5,56.3,56.0,55.0,54.2,52.8
2014-12-21,54.5,56.3,56.0,55.0,54.2,52.8
2014-12-22,54.5,56.3,56.0,55.0,54.2,52.8
2014-12-23,54.4,50.3,50.0,54.5,54.2,52.8
2014-12-24,54.7,56.3,63.0,54.5,54.8,52.8
2014-12-25,54.7,56.3,63.0,54.5,54.8,52.8
2014-12-26,55.0,59.0,64.0,55.3,54.8,52.8
2014-12-27,55.0,59.0,64.0,55.3,54.8,52.8
2014-12-28,54.9,60.0,53.0,55.2,54.8,52.8
2014-12-29,54.9,60.0,53.0,55.2,54.8,52.8
2014-12-30,55.1,59.0,60.0,55.2,55.1,52.8
2014-12-31,55.2,56.7,57.0,55.3,55.1,52.8
2015-01-01,55.2,56.7,57.0,55.3,55.1,52.8
2015-01-02,55.1,56.7,53.0,55.1,55.1,52.8
2015-01-03,55.1,56.7,53.0,55.1,55.1,52.8
2015-01-04,55.6,60.3,71.0,56.1,55.1,52.8
2015-01-05,55.6,60.3,71.0,56.1,55.1,52.8
2015-01-06,55.5,59.3,54.0,56.0,55.1,52.8
2015-01-07,55.5,59.3,54.0,56.0,55.1,52.8
2015-01-08,55.4,59.3,53.0,55.8,55.1,52.8
2015-01-09,55.4,59.3,53.0,55.8,55.1,52.8
2015-01-10,55.4,54.0,55.0,55.8,55.1,52.8
2015-01-11,55.7,57.3,64.0,56.3,55.1,52.8
2015-01-12,55.7,57.3,64.0,56.3,55.1,52.8
2015-01-13,55.6,57.0,52.0,56.0,55.1,52.8
2015-01-14,55.6,57.0,52.0,56.0,55.1,52.8
2015-01-15,55.2,52.0,40.0,55.3,55.1,52.8
2015-01-16,55.2,52.0,40.0,55.3,55.1,52.8
2015-01-17,54.8,43.7,39.0,55.3,54.2,52.8
2015-01-18,54.6,42.7,49.0,55.0,54.2,52.8
2015-01-19,54.6,42.7,49.0,55.0,54.2,52.8
2015-01-20,54.5,45.7,49.0,55.0,54.0,52.8
2015-01-21,54.5,45.7,49.0,55.0,54.0,52.8
2015-01-22,54.5,45.7,49.0,55.0,54.0,52.8
2015-01-23,54.5,50.3,53.0,54.9,54.0,52.8
2015-01-24,54.5,52.0,54.0,54.9,54.0,52.8
2015-01-25,54.5,52.0,54.0,54.9,54.0,52.8
2015-01-26,54.3,51.7,48.0,54.6,54.0,52.8
2015-01-27,54.3,51.7,48.0,54.6,54.0,52.8
2015-01-28,54.6,56.7,68.0,54.6,54.6,52.8
2015-01-29,54.6,56.7,68.0,54.6,54.6,52.8
2015-01-30,54.8,59.7,63.0,54.6,55.0,52.8
2015-01-31,54.9,63.0,58.0,54.6,55.1,52.8
2015-02-01,54.9,63.0,58.0,54.6,55.1,52.8
2015-02-02,54.9,63.0,58.0,54.6,55.1,52.8
2015-02-03,54.9,63.0,58.0,54.6,55.1,52.8
2015-02-04,54.9,63.0,58.0,54.6,55.1,52.8
2015-02-05,55.2,64.0,71.0,54.6,55.7,52.8
2015-02-06,55.2,64.0,71.0,54.6,55.7,52.8
2015-02-07,55.2,64.0,71.0,54.6,55.7,52.8
2015-02-08,55.2,62.0,57.0,54.6,55.7,52.8
2015-02-09,54.9,55.7,39.0,54.6,55.1,52.8
2015-02-10,54.9,55.7,39.0,54.6,55.1,52.8
2015-02-11,54.6,45.3,40.0,54.0,55.1,52.8
2015-02-12,54.6,45.3,40.0,54.0,55.1,52.8
2015-02-13,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-14,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-15,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-16,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-17,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-18,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-19,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-20,54.6,44.7,55.0,54.1,55.1,52.8
2015-02-21,54.5,48.0,49.0,54.1,54.9,52.8
2015-02-22,54.5,52.7,54.0,54.1,54.9,52.8
2015-02-23,54.5,52.7,54.0,54.1,54.9,52.8
2015-02-24,54.8,58.7,73.0,54.8,54.9,52.8
2015-02-25,54.8,58.7,73.0,54.8,54.9,52.8
2015-02-26,54.7,58.3,48.0,54.5,54.9,52.8
2015-02-27,54.7,58.3,48.0,54.5,54.9,52.8
2015-02-28,54.8,59.7,58.0,54.6,54.9,52.8
2015-03-01,54.8,59.7,58.0,54.6,54.9,52.8
2015-03-02,54.9,55.7,61.0,54.8,54.9,52.8
2015-03-03,54.9,55.7,61.0,54.8,54.9,52.8
2015-03-04,55.0,60.0,61.0,55.0,54.9,52.8
2015-03-05,55.0,60.0,61.0,55.0,54.9,52.8
2015-03-06,55.0,59.0,55.0,55.0,54.9,52.8
2015-03-07,55.0,56.7,54.0,55.0,54.9,52.8
2015-03-08,55.0,56.7,54.0,55.0,54.9,52.8
2015-03-09,54.9,52.7,49.0,55.0,54.7,52.8
2015-03-10,54.8,50.3,48.0,54.8,54.7,52.8
2015-03-11,54.8,50.3,48.0,54.8,54.7,52.8
2015-03-12,55.0,54.7,67.0,54.8,55.1,52.8
2015-03-13,55.0,54.7,67.0,54.8,55.1,52.8
2015-03-14,54.9,54.3,48.0,54.8,54.9,52.8
2015-03-15,54.9,54.3,48.0,54.8,54.9,52.8
2015-03-16,54.7,53.0,44.0,54.8,54.6,52.8
2015-03-17,54.7,53.0,44.0,54.8,54.6,52.8
2015-03-18,54.7,53.0,44.0,54.8,54.6,52.8
2015-03-19,54.8,50.7,60.0,55.0,54.6,52.8
2015-03-20,54.8,50.7,60.0,55.0,54.6,52.8
2015-03-21,54.7,51.7,51.0,54.9,54.6,52.8
2015-03-22,54.6,53.7,50.0,54.9,54.4,52.8
2015-03-23,54.6,53.7,50.0,54.9,54.4,52.8
2015-03-24,54.6,51.0,52.0,54.8,54.4,52.8
2015-03-25,54.6,51.0,52.0,54.8,54.4,52.8
2015-03-26,54.4,46.7,38.0,54.8,54.0,52.8
2015-03-27,54.4,46.7,38.0,54.8,54.0,52.8
2015-03-28,54.4,46.7,38.0,54.8,54.0,52.8
2015-03-29,54.4,49.3,58.0,54.9,54.0,52.8
2015-03-30,54.4,49.3,58.0,54.9,54.0,52.8
2015-03-31,54.4,49.3,58.0,54.9,54.0,52.8
2015-04-01,54.4,49.3,58.0,54.9,54.0,52.8
2015-04-02,54.5,51.0,57.0,54.9,54.1,52.8
2015-04-03,54.5,51.0,57.0,54.9,54.1,52.8
2015-04-04,54.5,56.3,54.0,54.8,54.1,52.8
2015-04-05,54.5,56.3,54.0,54.8,54.1,52.8
2015-04-06,54.5,55.3,55.0,54.8,54.1,52.8
2015-04-07,54.5,55.3,55.0,54.8,54.1,52.8
2015-04-08,54.5,55.3,55.0,54.8,54.1,52.8
2015-04-09,54.4,52.7,49.0,54.8,53.9,52.8
2015-04-10,54.5,55.7,63.0,54.8,54.2,52.8
2015-04-11,54.5,55.7,63.0,54.8,54.2,52.8
2015-04-12,54.6,58.0,62.0,55.0,54.2,52.8
2015-04-13,54.6,58.0,62.0,55.0,54.2,52.8
2015-04-14,54.6,60.7,57.0,55.0,54.2,52.8
2015-04-15,54.6,60.7,57.0,55.0,54.2,52.8
2015-04-16,54.7,59.3,59.0,55.1,54.2,52.8
2015-04-17,54.7,59.3,59.0,55.1,54.2,52.8
